station_id,station_name,latitude,longitude,city_id,city_name
GHCND:USC00338378,"TOM JENKINS DAM BURR OAK, OH US",39.54444,-82.05812,CITY:US390004,"Athens, OH US"
GHCND:USC00333874,"HOYTVILLE 2 NE, OH US",41.21667,-83.76667,CITY:US390005,"Bowling Green, OH US"
GHCND:USC00337559,"SENECAVILLE LAKE, OH US",39.9222,-81.4347,CITY:US390006,"Cambridge, OH US"
GHCND:USW00014895,"AKRON CANTON AIRPORT, OH US",40.9181,-81.4435,CITY:US390007,"Canton, OH US"
GHCND:USR0000OCHL,"CHILLICOTHE OHIO, OH US",39.3858,-82.985,CITY:US390008,"Chillicothe, OH US"
GHCND:USW00093890,"CINCINNATI ABBE WEATHER SERVICE OFFICE, OH US",39.15,-84.51667,CITY:US390009,"Cincinnati, OH US"
GHCND:USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",41.4057,-81.852,CITY:US390010,"Cleveland, OH US"
GHCND:USW00093891,"COLUMBUS, OH US",39.96667,-83,CITY:US390011,"Columbus, OH US"
GHCND:USW00093815,"DAYTON INTERNATIONAL AIRPORT, OH US",39.9064,-84.2185,CITY:US390012,"Dayton, OH US"
GHCND:USW00004851,"DEFIANCE AIRPORT, OH US",41.3375,-84.42889,CITY:US390013,"Defiance, OH US"
GHCND:USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.07806,-83.07806,CITY:US390014,"Delaware, OH US"
GHCND:USW00004850,"LIMA ALLEN CO AIRPORT, OH US",40.7075,-84.02722,CITY:US390015,"Lima, OH US"
GHCND:USW00014891,"MANSFIELD LAHM REGIONAL AIRPORT, OH US",40.8204,-82.5178,CITY:US390016,"Mansfield, OH US"
GHCND:USW00004855,"MARION MUNICIPAL AIRPORT, OH US",40.61611,-83.06361,CITY:US390017,"Marion, OH US"
GHCND:USW00014843,"PERRY CAA AIRPORT, OH US",41.78333,-81.1,CITY:US390018,"Mentor, OH US"
GHCND:USW00004852,"NEW PHILADELPHIA CLEVER FIELD, OH US",40.47194,-81.42361,CITY:US390019,"New Philadelphia, OH US"
GHCND:USW00004858,"NEWARK HEATH AIRPORT, OH US",40.02278,-82.4625,CITY:US390020,"Newark, OH US"
GHCND:USC00337884,"SOUTH WEBSTER 3 SE, OH US",38.78333,-82.7,CITY:US390021,"Portsmouth, OH US"
GHCND:USC00337207,"ROGERS, OH US",40.78333,-80.63333,CITY:US390022,"Salem, OH US"
GHCND:USW00014846,"SANDUSKY, OH US",41.45,-82.7167,CITY:US390023,"Sandusky, OH US"
GHCND:USW00014894,"WHEELING OHIO CO AIRPORT, WV US",40.17639,-80.64722,CITY:US390024,"Steubenville, OH US"
GHCND:USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",41.5871,-83.8055,CITY:US390025,"Toledo, OH US"
GHCND:USC00338552,"URBANA WWTP, OH US",40.0991,-83.7823,CITY:US390026,"Urbana, OH US"
GHCND:USW00054856,"WOOSTER 3 SSE, OH US",40.7641,-81.9104,CITY:US390027,"Wooster, OH US"
GHCND:USW00014852,"YOUNGSTOWN WARREN REGIONAL AIRPORT, OH US",41.2548,-80.6737,CITY:US390028,"Youngstown, OH US"
GHCND:USW00093824,"ZANESVILLE MUNICIPAL AIRPORT, OH US",39.94444,-81.89222,CITY:US390029,"Zanesville, OH US"
GHCND:USC00349122,"VANOSS 2 NE MESONET, OK US",34.79139,-96.84361,CITY:US400001,"Ada, OK US"
GHCND:USW00013902,"ALTUS AFB, OK US",34.65,-99.26667,CITY:US400002,"Altus, OK US"
GHCND:USW00013965,"ARDMORE INTERMEDIATE FIELD, OK US",34.3,-97.15,CITY:US400003,"Ardmore, OK US"
GHCND:USW00003959,"BARTLESVILLE MUNICIPAL AIRPORT, OK US",36.7683,-96.0261,CITY:US400004,"Bartlesville, OK US"
GHCND:USC00346332,"NINNEKAH 2 NNW MESONET, OK US",34.9677,-97.952,CITY:US400005,"Chickasha, OK US"
GHCND:USC00412397,"DENISON HIGHWAY 60 BRI, TX US",33.81667,-96.53333,CITY:US400006,"Durant, OK US"
GHCND:USW00013999,"CLINTON REGIONAL AIRPORT, OK US",35.53827,-98.93278,CITY:US400007,"Elk City, OK US"
GHCND:USW00013909,"ENID VANCE AFB, OK US",36.33333,-97.91667,CITY:US400008,"Enid, OK US"
GHCND:USW00053182,"GOODWELL 2 SE, OK US",36.5682,-101.6097,CITY:US400009,"Guymon, OK US"
GHCND:USW00013945,"FORT SILL POST FIELD AF, OK US",34.65,-98.4,CITY:US400010,"Lawton, OK US"
GHCND:USW00093950,"MCALESTER REGIONAL AIRPORT, OK US",34.8822,-95.783,CITY:US400011,"McAlester, OK US"
GHCND:USW00093953,"MUSKOGEE DAVIS FIELD, OK US",35.65667,-95.36139,CITY:US400012,"Muskogee, OK US"
GHCND:USW00093908,"NORMAN NAS, OK US",35.23333,-97.41667,CITY:US400013,"Oklahoma City, OK US"
GHCND:USC00346670,"OKMULGEE WATER WORKS, OK US",35.6238,-96.025,CITY:US400014,"Okmulgee, OK US"
GHCND:USW00013969,"PONCA CITY MUNICIPAL AIRPORT, OK US",36.73667,-97.10194,CITY:US400015,"Ponca City, OK US"
GHCND:USC00348751,"TECUMSEH 4 S, OK US",35.2594,-96.9184,CITY:US400016,"Shawnee, OK US"
GHCND:USW00053927,"STILLWATER 5 WNW, OK US",36.1346,-97.1082,CITY:US400017,"Stillwater, OK US"
GHCND:USC00348677,"TAHLEQUAH, OK US",35.9369,-94.9644,CITY:US400018,"Tahlequah, OK US"
GHCND:USW00053908,"TULSA RICHARD L JONES JR AIRPORT, OK US",36.03944,-95.98444,CITY:US400019,"Tulsa, OK US"
GHCND:USC00349768,"WOODWARD 2 WSW MESONET, OK US",36.42306,-99.41667,CITY:US400020,"Woodward, OK US"
GHCND:USW00024230,"REDMOND AIRPORT, OR US",44.2558,-121.1392,CITY:US410001,"Bend, OR US"
GHCND:USW00024219,"DALLESPORT AIRPORT, WA US",45.6194,-121.1661,CITY:US410002,"City of The Dalles, OR US"
GHCND:USW00024284,"NORTH BEND SOUTHWEST OREGON REGIONAL AIRPORT, OR US",43.41333,-124.24361,CITY:US410003,"Coos Bay, OR US"
GHCND:USW00004236,"CORVALLIS 10 SSW, OR US",44.4185,-123.3257,CITY:US410004,"Corvallis, OR US"
GHCND:USW00024221,"EUGENE MAHLON SWEET FIELD, OR US",44.1278,-123.2206,CITY:US410005,"Eugene, OR US"
GHCND:USW00024235,"SEXTON SUMMIT, OR US",42.6003,-123.3641,CITY:US410006,"Grants Pass, OR US"
GHCND:USW00004113,"HERMISTON MUNICIPAL AIRPORT, OR US",45.82583,-119.26111,CITY:US410007,"Hermiston, OR US"
GHCND:USW00094298,"VANCOUVER PEARSON AIRPORT, WA US",45.62083,-122.65722,CITY:US410008,"Hillsboro, OR US"
GHCND:USW00094236,"KLAMATH FALLS INTERNATIONAL AIRPORT, OR US",42.14694,-121.72417,CITY:US410009,"Klamath Falls, OR US"
GHCND:USW00024148,"LA GRANDE MUNICIPAL AIRPORT, OR US",45.28333,-118,CITY:US410010,"La Grande, OR US"
GHCND:USW00024225,"MEDFORD ROGUE VALLEY INTERNATIONAL AIRPORT, OR US",42.3811,-122.8722,CITY:US410011,"Medford, OR US"
GHCND:USW00024162,"ONTARIO, OR US",44.0206,-117.0128,CITY:US410012,"Ontario, OR US"
GHCND:USW00024155,"PENDLETON E OR REGIONAL AIRPORT, OR US",45.6983,-118.8547,CITY:US410013,"Pendleton, OR US"
GHCND:USW00094298,"VANCOUVER PEARSON AIRPORT, WA US",45.62083,-122.65722,CITY:US410014,"Portland, OR US"
GHCND:USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",43.23889,-123.35472,CITY:US410015,"Roseburg, OR US"
GHCND:USW00024232,"SALEM AIRPORT MCNARY FIELD, OR US",44.905,-123.0011,CITY:US410016,"Salem, OR US"
GHCND:USW00004201,"SCAPPOOSE INDUSTRIAL AIRPORT, OR US",45.77278,-122.86111,CITY:US410017,"St. Helens, OR US"
GHCND:USW00014737,"ALLENTOWN LEHIGH VALLEY INTERNATIONAL AIRPORT, PA US",40.64985,-75.44771,CITY:US420001,"Allentown, PA US"
GHCND:USW00014736,"ALTOONA BLAIR CO AIRPORT, PA US",40.29639,-78.32028,CITY:US420002,"Altoona, PA US"
GHCND:USW00014737,"ALLENTOWN LEHIGH VALLEY INTERNATIONAL AIRPORT, PA US",40.64985,-75.44771,CITY:US420003,"Bethlehem, PA US"
GHCND:USC00369990,"ZION GROVE, PA US",40.9,-76.21667,CITY:US420004,"Bloomsburg, PA US"
GHCND:USC00368308,"SOUTH MOUNTAIN, PA US",39.8582,-77.4774,CITY:US420005,"Chambersburg, PA US"
GHCND:USW00013779,"PHILADELPHIA, PA US",39.95,-75.15,CITY:US420006,"Chester, PA US"
GHCND:USW00014860,"ERIE INTERNATIONAL AIRPORT, PA US",42.0803,-80.1824,CITY:US420007,"Erie, PA US"
GHCND:USW00093778,"YORK AIRPORT, PA US",39.91806,-76.87417,CITY:US420008,"Hanover, PA US"
GHCND:USW00014751,"HARRISBURG CAPITAL CITY AIRPORT, PA US",40.21722,-76.85139,CITY:US420009,"Harrisburg, PA US"
GHCND:USW00014760,"PARK PLACE 1 NW WEATHER BUREAU, PA US",40.85,-76.11667,CITY:US420010,"Hazleton, PA US"
GHCND:USW00004726,"JOHNSTOWN CAMBRIA CO AIRPORT, PA US",40.31611,-78.83389,CITY:US420011,"Johnstown, PA US"
GHCND:USW00054737,"LANCASTER AIRPORT, PA US",40.12028,-76.29444,CITY:US420012,"Lancaster, PA US"
GHCND:USC00366954,"PINE GROVE 1 NE, PA US",40.56667,-76.36667,CITY:US420013,"Lebanon, PA US"
GHCND:USW00004843,"MEADVILLE PORT MEADVILLE AIRPORT, PA US",41.62639,-80.215,CITY:US420014,"Meadville, PA US"
GHCND:USW00094732,"PHILADELPHIA NE PHILADELPHIA AIRPORT, PA US",40.08194,-75.01111,CITY:US420015,"Philadelphia, PA US"
GHCND:USW00094823,"PITTSBURGH ASOS, PA US",40.4846,-80.2144,CITY:US420016,"Pittsburgh, PA US"
GHCND:USW00014767,"READING, PA US",40.33333,-75.96667,CITY:US420017,"Reading, PA US"
GHCND:USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",41.3336,-75.7269,CITY:US420018,"Scranton, PA US"
GHCND:USC00369385,"WEEDVILLE 1 N, PA US",41.3,-78.48333,CITY:US420019,"St. Marys, PA US"
GHCND:USW00014761,"PHILIPSBURG MID STATE AIRPORT, PA US",40.9,-78.08333,CITY:US420020,"State College, PA US"
GHCND:USC00466207,"MORGANTOWN 1, WV US",39.63333,-79.95,CITY:US420021,"Uniontown, PA US"
GHCND:USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",41.3336,-75.7269,CITY:US420022,"Wilkes-Barre, PA US"
GHCND:USW00014778,"WILLIAMSPORT REGIONAL AIRPORT, PA US",41.2433,-76.9217,CITY:US420023,"Williamsport, PA US"
GHCND:USW00093778,"YORK AIRPORT, PA US",39.91806,-76.87417,CITY:US420024,"York, PA US"
GHCND:USW00054797,"KINGSTON 1 W, RI US",41.4782,-71.5417,CITY:US440001,"Newport, RI US"
GHCND:USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,CITY:US440002,"Providence, RI US"
GHCND:USW00014794,"WESTERLY STATE AIRPORT, RI US",41.34972,-71.79889,CITY:US440003,"Westerly, RI US"
GHCND:USW00013880,"CHARLESTON INTL. AIRPORT, SC US",32.89943,-80.04075,CITY:US450001,"Charleston, SC US"
GHCND:USW00093846,"ANDERSON FAA AIRPORT, SC US",34.4977,-82.7097,CITY:US450002,"Clemson, SC US"
GHCND:USW00093833,"COLUMBIA CONGAREE FIELD MCAF, SC US",33.91667,-80.8,CITY:US450003,"Columbia, SC US"
GHCND:USW00013744,"FLORENCE REGIONAL AIRPORT, SC US",34.18772,-79.73085,CITY:US450004,"Florence, SC US"
GHCND:USW00013886,"GREENVILLE DOWNTOWN AIRPORT, SC US",34.84611,-82.34611,CITY:US450005,"Greenville, SC US"
GHCND:USW00053874,"GREENWOOD CO AIRPORT, SC US",34.24861,-82.15917,CITY:US450006,"Greenwood, SC US"
GHCND:USW00093844,"PARRIS ISLAND MCAS, SC US",32.31667,-80.68333,CITY:US450007,"Hilton Head Island, SC US"
GHCND:USW00093718,"NORTH MYRTLE BEACH, SC US",33.81619,-78.72048,CITY:US450008,"Myrtle Beach, SC US"
GHCND:USW00053854,"ORANGEBURG MUNICIPAL AIRPORT, SC US",33.46167,-80.85806,CITY:US450009,"Orangeburg, SC US"
GHCND:USW00053871,"ROCK HILL YORK CO AIRPORT, SC US",34.98694,-81.0575,CITY:US450010,"Rock Hill, SC US"
GHCND:USW00093804,"SPARTANBURG, SC US",34.91667,-81.95,CITY:US450011,"Spartanburg, SC US"
GHCND:USW00013849,"SUMTER SHAW AFB, SC US",33.96667,-80.46667,CITY:US450012,"Sumter, SC US"
GHCND:USW00014929,"ABERDEEN REGIONAL AIRPORT, SD US",45.4433,-98.413,CITY:US460001,"Aberdeen, SD US"
GHCND:USC00391076,"BROOKINGS 2 NE, SD US",44.3252,-96.7686,CITY:US460002,"Brookings, SD US"
GHCND:USW00014936,"HURON REGIONAL AIRPORT, SD US",44.3981,-98.2231,CITY:US460003,"Huron, SD US"
GHCND:USW00094950,"MITCHELL MUNICIPAL AIRPORT, SD US",43.7743,-98.0384,CITY:US460004,"Mitchell, SD US"
GHCND:USW00024025,"PIERRE REGIONAL AIRPORT, SD US",44.3813,-100.2855,CITY:US460005,"Pierre, SD US"
GHCND:USW00024090,"RAPID CITY REGIONAL AIRPORT, SD US",44.0433,-103.0536,CITY:US460006,"Rapid City, SD US"
GHCND:USW00014944,"SIOUX FALLS FOSS FIELD, SD US",43.5778,-96.7539,CITY:US460007,"Sioux Falls, SD US"
GHCND:USW00014946,"WATERTOWN REGIONAL AIRPORT, SD US",44.9047,-97.1494,CITY:US460008,"Watertown, SD US"
GHCND:USW00094911,"YANKTON 2 E, SD US",42.87856,-97.36361,CITY:US460009,"Yankton, SD US"
GHCND:USW00013877,"BRISTOL AIRPORT, TN US",36.47967,-82.39898,CITY:US470001,"Bristol, TN US"
GHCND:USW00053875,"CHATTANOOGA WEATHER BUREAU OFFICE, TN US",35.06667,-85.3,CITY:US470002,"Chattanooga, TN US"
GHCND:USW00013806,"FORT CAMPBELL ARMY AIR FIELD, KY US",36.66667,-87.48333,CITY:US470003,"Clarksville, TN US"
GHCND:USC00408953,"THOMPSON STATION, TN US",35.7635,-86.9321,CITY:US470004,"Columbia, TN US"
GHCND:USC00408856,"TAYLORS, TN US",36.01667,-85.36667,CITY:US470005,"Cookeville, TN US"
GHCND:USW00003809,"DYERSBURG MUNICIPAL AIRPORT, TN US",36.0002,-89.4094,CITY:US470006,"Dyersburg, TN US"
GHCND:USW00003811,"JACKSON MCKELLAR SIPES AIRPORT, TN US",35.593,-88.9167,CITY:US470007,"Jackson, TN US"
GHCND:USW00013877,"BRISTOL AIRPORT, TN US",36.47967,-82.39898,CITY:US470008,"Johnson City, TN US"
GHCND:USW00013877,"BRISTOL AIRPORT, TN US",36.47967,-82.39898,CITY:US470009,"Kingsport, TN US"
GHCND:USW00013891,"KNOXVILLE AIRPORT, TN US",35.8181,-83.9858,CITY:US470010,"Knoxville, TN US"
GHCND:USC00409481,"WATERTOWN PUBLIC SAFETY COMPLEX, TN US",36.0968,-86.1397,CITY:US470011,"Lebanon, TN US"
GHCND:USC00409124,"TROUSDALE, TN US",35.66667,-85.93333,CITY:US470012,"McMinnville, TN US"
GHCND:USW00093916,"MEMPHIS, TN US",35.15,-90.05,CITY:US470013,"Memphis, TN US"
GHCND:USR0000TJCT,"JEFFERSON CO TOWER TENNESSEE, TN US",36.0703,-83.4886,CITY:US470014,"Morristown, TN US"
GHCND:USW00013827,"SMYRNA AIRPORT, TN US",36.00889,-86.52,CITY:US470015,"Murfreesboro, TN US"
GHCND:USW00013897,"NASHVILLE INTERNATIONAL AIRPORT, TN US",36.11889,-86.68917,CITY:US470016,"Nashville, TN US"
GHCND:USC00409219,"UNION CITY, TN US",36.3925,-89.0317,CITY:US470017,"Union City, TN US"
GHCND:USW00013962,"ABILENE REGIONAL AIRPORT, TX US",32.4105,-99.6822,CITY:US480001,"Abilene, TX US"
GHCND:USW00023047,"AMARILLO AIRPORT, TX US",35.2295,-101.7042,CITY:US480002,"Amarillo, TX US"
GHCND:USW00093904,"FORT WORTH MEACHAM FIELD NAAF, TX US",32.81667,-97.35,CITY:US480003,"Arlington, TX US"
GHCND:USR0000TATH,"ATHENS TEXAS, TX US",32.2211,-95.7661,CITY:US480004,"Athens, TX US"
GHCND:USW00013958,"AUSTIN CAMP MABRY, TX US",30.3208,-97.7604,CITY:US480005,"Austin, TX US"
GHCND:USC00415492,"MAGNET, TX US",29.133333,-96.033333,CITY:US480006,"Bay City, TX US"
GHCND:USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",29.95056,-94.02056,CITY:US480007,"Beaumont, TX US"
GHCND:USW00012925,"BEEVILLE CHASE NAAS, TX US",28.36667,-97.66667,CITY:US480008,"Beeville, TX US"
GHCND:USC00418446,"SOMERVILLE DAM, TX US",30.3368,-96.5402,CITY:US480009,"Brenham, TX US"
GHCND:USW00012919,"BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT, TX US",25.9141,-97.423,CITY:US480010,"Brownsville, TX US"
GHCND:USW00013905,"BRYAN AFB, TX US",30.66667,-96.55,CITY:US480011,"Bryan, TX US"
GHCND:USW00013905,"BRYAN AFB, TX US",30.66667,-96.55,CITY:US480012,"College Station, TX US"
GHCND:USW00053902,"CONROE MONTGOMERY CO AIRPORT, TX US",30.35667,-95.41389,CITY:US480013,"Conroe, TX US"
GHCND:USW00012946,"CORPUS CHRISTI CABANISS FIELD NAVAL OUTLYING FIELD, TX US",27.7,-97.43333,CITY:US480014,"Corpus Christi, TX US"
GHCND:USW00053912,"CORSICANA CAMPBELL FIELD, TX US",32.03111,-96.39889,CITY:US480015,"Corsicana, TX US"
GHCND:USW00093928,"DALLAS WEATHER BUREAU OFFICE, TX US",32.76667,-96.78333,CITY:US480016,"Dallas, TX US"
GHCND:USW00022010,"DEL RIO INTERNATIONAL AIRPORT, TX US",29.3784,-100.927,CITY:US480017,"Del Rio, TX US"
GHCND:USW00003991,"DENTON MUNICPAL AIRPORT, TX US",33.20611,-97.19889,CITY:US480018,"Denton, TX US"
GHCND:USC00412679,"EAGLE PASS 3 N, TX US",28.757,-100.4792,CITY:US480019,"Eagle Pass, TX US"
GHCND:USC00419655,"WHARTON, TX US",29.3177,-96.0847,CITY:US480020,"El Campo, TX US"
GHCND:USW00023080,"EL PASO, TX US",31.78333,-106.5,CITY:US480021,"El Paso, TX US"
GHCND:USW00013955,"KILEEN FORT HOOD S ARMY AIR FIELD, TX US",31.15,-97.71667,CITY:US480022,"Fort Hood, TX US"
GHCND:USW00093904,"FORT WORTH MEACHAM FIELD NAAF, TX US",32.81667,-97.35,CITY:US480023,"Fort Worth, TX US"
GHCND:USW00012976,"ANGLETON LAKE JACKSON BRAZORIA CO AIRPORT, TX US",29.10972,-95.46194,CITY:US480024,"Freeport, TX US"
GHCND:USC00419286,"VALLEY VIEW, TX US",33.48694,-97.15722,CITY:US480025,"Gainesville, TX US"
GHCND:USW00012944,"GALVESTON, TX US",29.33333,-94.77167,CITY:US480026,"Galveston, TX US"
GHCND:USC00417017,"PIDCOKE, TX US",31.2788,-97.8883,CITY:US480027,"Gatesville, TX US"
GHCND:USR0000TGRE,"GREENVILLE TEXAS, TX US",33.0353,-96.1639,CITY:US480028,"Greenville, TX US"
GHCND:USW00012904,"HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US",26.22806,-97.65417,CITY:US480029,"Harlingen, TX US"
GHCND:USR0000THEN,"HENDERSON TEXAS, TX US",32.15,-94.8,CITY:US480030,"Henderson, TX US"
GHCND:USW00053910,"HOUSTON HOOKS MEMORIAL AIRPORT, TX US",30.0675,-95.55611,CITY:US480031,"Houston, TX US"
GHCND:USW00053903,"HUNTSVILLE MUNICIPAL AIRPORT, TX US",30.74389,-95.58611,CITY:US480032,"Huntsville, TX US"
GHCND:USW00093928,"DALLAS WEATHER BUREAU OFFICE, TX US",32.76667,-96.78333,CITY:US480033,"Irving, TX US"
GHCND:USC00417841,"RUSK, TX US",31.8093,-95.1428,CITY:US480034,"Jacksonville, TX US"
GHCND:USW00012977,"HOUSTON SUGARLAND MEM, TX US",29.62194,-95.65667,CITY:US480035,"Katy, TX US"
GHCND:USC00414782,"KERRVILLE 3 NNE, TX US",30.074,-99.1095,CITY:US480036,"Kerrville, TX US"
GHCND:USW00013955,"KILEEN FORT HOOD S ARMY AIR FIELD, TX US",31.15,-97.71667,CITY:US480037,"Killeen, TX US"
GHCND:USW00012928,"KINGSVILLE NAAS, TX US",27.5,-97.81667,CITY:US480038,"Kingsville, TX US"
GHCND:USW00012976,"ANGLETON LAKE JACKSON BRAZORIA CO AIRPORT, TX US",29.10972,-95.46194,CITY:US480039,"Lake Jackson, TX US"
GHCND:USW00012920,"LAREDO MUNICIPAL AIRPORT, TX US",27.533333,-99.466667,CITY:US480040,"Laredo, TX US"
GHCND:USW00003951,"LONGVIEW 11 SE, TX US",32.3466,-94.6533,CITY:US480041,"Longview, TX US"
GHCND:USW00023042,"LUBBOCK INTERNATIONAL AIRPORT, TX US",33.6656,-101.8231,CITY:US480042,"Lubbock, TX US"
GHCND:USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",31.23611,-94.75444,CITY:US480043,"Lufkin, TX US"
GHCND:USW00012959,"MCALLEN MILLER INTERNATIONAL AIRPORT, TX US",26.18389,-98.25389,CITY:US480044,"McAllen, TX US"
GHCND:USW00023023,"MIDLAND INTERNATIONAL AIRPORT, TX US",31.9475,-102.2086,CITY:US480045,"Midland, TX US"
GHCND:USW00093985,"MINERAL WELLS AIRPORT, TX US",32.7816,-98.0602,CITY:US480046,"Mineral Wells, TX US"
GHCND:USR0000TLND,"LINDEN TEXAS, TX US",33,-94.8,CITY:US480047,"Mount Pleasant, TX US"
GHCND:USC00419854,"WODEN NEAR SOIL CONSERVATION SERVICE NUMBER 1 S, TX US",31.516667,-94.55,CITY:US480048,"Nacogdoches, TX US"
GHCND:USW00012971,"NEW BRAUNFELS MUNICIPAL AIRPORT, TX US",29.7089,-98.0458,CITY:US480049,"New Braunfels, TX US"
GHCND:USW00023023,"MIDLAND INTERNATIONAL AIRPORT, TX US",31.9475,-102.2086,CITY:US480050,"Odessa, TX US"
GHCND:USW00093914,"PALESTINE 2 NE, TX US",31.7831,-95.6039,CITY:US480051,"Palestine, TX US"
GHCND:USC00416794,"PARIS, TX US",33.6744,-95.5586,CITY:US480052,"Paris, TX US"
GHCND:USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.19028,-96.59139,CITY:US480053,"Plano, TX US"
GHCND:USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",29.95056,-94.02056,CITY:US480054,"Port Arthur, TX US"
GHCND:USC00417622,"RIO GRANDE CITY, TX US",26.3769,-98.8116,CITY:US480055,"Rio Grande City, TX US"
GHCND:USW00013958,"AUSTIN CAMP MABRY, TX US",30.3208,-97.7604,CITY:US480056,"Round Rock, TX US"
GHCND:USW00012970,"SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US",29.3389,-98.472,CITY:US480057,"San Antonio, TX US"
GHCND:USW00012971,"NEW BRAUNFELS MUNICIPAL AIRPORT, TX US",29.7089,-98.0458,CITY:US480058,"San Marcos, TX US"
GHCND:USW00013923,"PERRIN AFB, TX US",33.71667,-96.66667,CITY:US480059,"Sherman, TX US"
GHCND:USW00003969,"STEPHENVILLE 9 NNE, TX US",32.33624,-98.141,CITY:US480060,"Stephenville, TX US"
GHCND:USC00418743,"SULPHUR SPRINGS, TX US",33.148,-95.6269,CITY:US480061,"Sulphur Springs, TX US"
GHCND:USW00013977,"TEXARKANA WEBB FIELD, AR US",33.4536,-94.0074,CITY:US480062,"Texarkana, TX US"
GHCND:USW00053910,"HOUSTON HOOKS MEMORIAL AIRPORT, TX US",30.0675,-95.55611,CITY:US480063,"The Woodlands, TX US"
GHCND:USW00013972,"TYLER POUNDS FIELD, TX US",32.35417,-95.4025,CITY:US480064,"Tyler, TX US"
GHCND:USC00419268,"UVALDE 3 SW, TX US",29.185,-99.8325,CITY:US480065,"Uvalde, TX US"
GHCND:USC00419346,"VERNON, TX US",34.15167,-99.3255,CITY:US480066,"Vernon, TX US"
GHCND:USW00012922,"VICTORIA, TX US",28.78333,-97.08333,CITY:US480067,"Victoria, TX US"
GHCND:USW00013959,"WACO REGIONAL AIRPORT, TX US",31.61889,-97.22833,CITY:US480068,"Waco, TX US"
GHCND:USC00419522,"WAXAHACHIE, TX US",32.428,-96.8422,CITY:US480069,"Waxahachie, TX US"
GHCND:USW00013966,"WICHITA FALLS MUNICIPAL AIRPORT, TX US",33.9786,-98.4928,CITY:US480070,"Wichita Falls, TX US"
GHCND:USS0011H30S,"BEN LOMOND TRAIL, UT US",41.38,-111.92,CITY:US490001,"Brigham City, UT US"
GHCND:USW00093129,"CEDAR CITY AIRPORT, UT US",37.7086,-113.0944,CITY:US490002,"Cedar City, UT US"
GHCND:USW00094128,"LOGAN CACHE AIRPORT, UT US",41.78722,-111.85333,CITY:US490003,"Logan, UT US"
GHCND:USW00024126,"OGDEN HINKLEY AIRPORT, UT US",41.19611,-112.01139,CITY:US490004,"Ogden, UT US"
GHCND:USS0011J70S,"CASCADE MOUNTAIN, UT US",40.28,-111.61,CITY:US490005,"Provo, UT US"
GHCND:USW00024175,"SALT LAKE CITY, UT US",40.76667,-111.88333,CITY:US490006,"Salt Lake City, UT US"
GHCND:USW00093198,"ST GEORGE INTERMEDIATE FIELD, UT US",37.05,-113.51667,CITY:US490007,"St. George, UT US"
GHCND:USW00014742,"BURLINGTON WEATHER SERVICE OFFICE AIRPORT, VT US",44.4683,-73.1499,CITY:US500001,"Burlington, VT US"
GHCND:USW00094705,"BARRE MONTPELIER KNAPP STATE AIRPORT, VT US",44.2035,-72.5623,CITY:US500002,"Montpelier, VT US"
GHCND:USC00436995,"RUTLAND, VT US",43.6253,-72.9781,CITY:US500003,"Rutland, VT US"
GHCND:USW00093728,"DAVISON ARMY AIR FIELD, VA US",38.71667,-77.18333,CITY:US510001,"Alexandria, VA US"
GHCND:USW00093728,"DAVISON ARMY AIR FIELD, VA US",38.71667,-77.18333,CITY:US510002,"Arlington, VA US"
GHCND:USC00447004,"RADFORD 5 SW, VA US",37.1,-80.6,CITY:US510003,"Blacksburg, VA US"
GHCND:USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.9349,-77.4473,CITY:US510004,"Centreville, VA US"
GHCND:USW00093736,"CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US",38.13861,-78.45306,CITY:US510005,"Charlottesville, VA US"
GHCND:USW00093731,"NORFOLK FLEET WF NAS, VA US",36.95,-76.3,CITY:US510006,"Chesapeake, VA US"
GHCND:USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.5729,-79.3351,CITY:US510007,"Danville, VA US"
GHCND:USC00449126,"WIDEWATER, MD ",38.466667,-77.316667,CITY:US510008,"Fredericksburg, VA US"
GHCND:USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13194,-76.49306,CITY:US510009,"Hampton, VA US"
GHCND:USC00448448,"TIMBERVILLE 3 E, VA US",38.65,-78.71667,CITY:US510010,"Harrisonburg, VA US"
